-0.110094 0 0 0 -8.33333e-05 0 -0 0 5.20833e-06 0 3.02042e-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8.54166e-05 -4.77355e-06 0 0 0 0 0 0 8.54166e-05 -4.77355e-06
0 0 -0.0900938 0 -0 0 -8.33333e-05 0 -3.02042e-22 0 5.20833e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7.8359e-05 1.54359e-06 0 0 0 0 0 0
-8.33333e-05 0 -0 0 -0.110094 0 0 0 -8.33333e-05 0 -4.83267e-21 0 5.20833e-06 0 1.46774e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20833e-06 0 0 0 0 0 0 0 -5.20833e-06 0
-0 0 -8.33333e-05 0 0 0 -0.0900938 0 4.83267e-21 0 -8.33333e-05 0 -1.46774e-13 0 5.20833e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20833e-06 0 0 0 0 0 0 0
5.20833e-06 0 -3.02042e-22 0 -8.33333e-05 0 4.83267e-21 0 -0.110093 0 0 0 -8.33333e-05 0 -2.34838e-12 0 5.20827e-06 0 2.48611e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.02042e-22 0 5.20833e-06 0 -4.83267e-21 0 -8.33333e-05 0 0 0 -0.0900944 0 2.34838e-12 0 -8.33333e-05 0 -2.48611e-08 0 5.20827e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5.20833e-06 0 -1.46774e-13 0 -8.33333e-05 0 2.34838e-12 0 -0.110077 0 0 0 -8.33324e-05 0 -3.97775e-07 0 3.68285e-06 0 3.68285e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1.46774e-13 0 5.20833e-06 0 -2.34838e-12 0 -8.33333e-05 0 0 0 -0.0901104 0 3.97775e-07 0 -8.33324e-05 0 -3.68285e-06 0 3.68285e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 5.20827e-06 0 -2.48611e-08 0 -8.33324e-05 0 3.97775e-07 0 -0.109687 0 0 0 -5.92062e-05 0 -5.86436e-05 0 4.97216e-08 0 5.2081e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 2.48611e-08 0 5.20827e-06 0 -3.97775e-07 0 -8.33324e-05 0 0 0 -0.0905009 0 5.86436e-05 0 -5.92062e-05 0 -5.2081e-06 0 4.97216e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3.68285e-06 0 -3.68285e-06 0 -5.92062e-05 0 5.86436e-05 0 -0.105094 0 0 0 -5.92062e-05 0 -5.86436e-05 0 3.68285e-06 0 3.68285e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
